rte,61,1640,724,fwe
sdt,75,34820,430,dff
ter,90,24080,753,fdj
hrh,81,31800,681,wer
rte,85,1720,1411,wer
hrh,83,6500,1000,fdj
kwr,81,16540,1799,ewq
rte,64,9900,849,fdj
ewr,63,34000,1159,fwe
ewr,65,32440,436,egw
krw,65,25160,112,egw
sdt,78,6800,764,wer
ter,89,14060,1417,dff
ewr,87,19440,85,wer
rte,89,18740,290,fwk
rte,65,19080,1631,egw
krw,89,8520,257,ewq
hrh,65,1620,536,ewq
ewr,77,27380,154,fwe
sdt,79,22100,930,fdj
ewr,72,31520,793,dvk
kwr,75,20260,1523,fwk
krw,85,16780,83,fdj
ter,84,1400,1100,dvk
ewr,69,26660,674,egw
hrh,62,37300,559,dvk
ewr,89,5000,1230,fwk
sdt,62,14660,1614,fdj
rte,89,33000,237,egw
kwr,78,6360,158,ewq
ter,82,13020,601,wer
hrh,87,19340,224,ewq
ewr,87,19200,1035,dff
ter,65,10340,524,fwk
rte,83,13000,1734,wer
hrh,79,4320,1223,fwe
rte,73,23040,655,dff
egw,83,22880,1742,ewq
rte,86,18020,737,dvk
krw,80,20060,951,fdj
ewr,79,20720,999,egw
rte,71,14020,1637,fwk
ter,68,19940,940,fwe
kwr,70,16940,1407,fdj
sdt,85,15680,1274,dff
ter,63,9080,1522,egw
ter,64,26480,601,fwk
hrh,89,23100,794,dff
egw,90,18380,1414,egw
krw,72,2520,1270,fwe
krw,77,9220,252,fwe
krw,67,31000,957,fwe
sdt,82,38460,931,wer
rte,68,39080,130,fdj
kwr,68,38300,586,egw
kwr,83,30600,631,fwk
egw,88,21860,913,dvk
ter,61,4160,987,fdj
hrh,73,19840,777,fwk
kwr,73,4220,773,ewq
kwr,88,29140,191,dvk
sdt,84,6300,509,fwe
kwr,87,11380,1243,wer
kwr,83,32000,864,fdj
ewr,82,21960,806,fwk
krw,82,4140,1469,egw
kwr,78,9360,464,fwe
egw,61,16480,1112,dvk
hrh,61,29500,520,fwk
ewr,61,4300,834,wer
krw,87,12480,961,dvk
hrh,68,39660,795,wer
ewr,88,14520,369,egw
hrh,75,8500,1286,fdj
hrh,66,620,1506,wer
krw,71,37100,847,dvk
ewr,66,16800,712,wer
hrh,76,16400,332,fwe
sdt,72,13160,1029,fwe
hrh,64,27320,1033,dvk
egw,72,8600,825,wer
ewr,74,27060,297,dvk
sdt,61,27160,834,ewq
sdt,72,29240,1737,fwe
krw,70,38560,1525,dvk
hrh,81,24240,129,dff
hrh,89,5540,405,ewq
ewr,81,6820,1770,fwe
kwr,64,5500,1511,dff
ter,83,16160,388,dvk
sdt,78,34200,349,fwe
ter,61,9340,739,wer
krw,82,34240,1473,ewq
ewr,83,30880,696,fdj
rte,75,6240,570,fdj
krw,88,7960,938,fwk
ewr,70,2340,520,wer
ewr,75,33780,1600,fdj
kwr,68,6480,711,egw
ter,66,10980,58,dff
rte,83,21520,1424,dvk
ewr,88,980,435,dvk
ter,89,19520,214,ewq
ter,79,2060,1741,fwe
rte,79,20900,1413,wer
egw,77,2300,1538,fdj
egw,88,31040,1488,dff
ter,88,15260,435,egw
hrh,65,14560,1357,fdj
egw,65,24740,1227,fdj
sdt,73,30920,815,egw
ewr,86,31360,1047,fwk
egw,78,39320,1265,fdj
egw,80,40340,1716,fdj
sdt,75,31460,1350,wer
ewr,75,16280,947,dff
rte,72,37040,861,dff
krw,70,20700,280,fdj
egw,76,27460,375,ewq
ewr,63,23860,1135,fdj
ewr,89,24280,1394,ewq
ewr,64,5440,1505,wer
kwr,67,29520,1277,ewq
ewr,86,13520,1566,egw
hrh,86,38660,1299,egw
ter,82,8700,159,fwe
kwr,70,9300,113,dvk
kwr,78,3920,1373,fdj
hrh,63,32640,1111,fwe
sdt,90,22620,1088,dvk
kwr,62,36000,850,wer
ewr,73,21020,1352,ewq
ewr,67,21440,1708,ewq
ter,90,39340,523,egw
rte,88,7080,608,fwe
rte,74,30980,1497,fdj
krw,72,35860,999,egw
hrh,86,22140,996,ewq
kwr,88,14300,529,egw
sdt,87,28920,220,wer
ter,83,17520,1314,fwk
rte,79,40360,280,dvk
egw,63,32060,1604,ewq
krw,62,18100,350,fwk
sdt,82,25680,1133,fdj
rte,72,29720,1538,fwe
ewr,83,25360,556,fwk
kwr,72,1900,890,wer
sdt,84,22400,60,egw
rte,75,8920,956,fwk
ter,72,34840,1472,dvk
egw,87,32420,1436,wer
ewr,67,17580,1327,fwe
ter,74,24900,970,fwe
ter,67,25780,871,ewq
egw,83,8560,1248,fwk
kwr,62,20360,587,fwe
krw,76,19600,180,wer
ter,86,35040,196,fwk
krw,61,10260,231,dvk
rte,88,8840,112,dvk
sdt,74,7460,1151,ewq
hrh,81,3700,1741,fdj
krw,73,29000,1523,fwk
sdt,73,5660,1371,wer
kwr,78,15620,704,egw
kwr,62,2720,139,fwk
ter,88,3540,1198,wer
ter,89,30340,743,ewq
rte,69,39960,489,fwe
hrh,67,36360,979,dff
sdt,64,4760,183,fdj
krw,86,31060,545,dvk
sdt,79,27940,1133,ewq
ewr,72,8740,1196,wer
kwr,70,8320,1217,fwk
sdt,68,9680,506,fdj
rte,81,7940,1263,dff
hrh,73,10820,1099,ewq
hrh,84,17060,53,fdj
sdt,70,13280,106,ewq
ewr,63,25300,156,dff
ewr,75,21360,845,fwe
kwr,62,27480,729,wer
ter,89,17700,714,dvk
egw,77,31980,216,fwe
rte,68,5960,1130,ewq
egw,84,34740,1654,fwk
krw,67,38920,147,fwe
ewr,79,3940,1642,dff
egw,75,27800,1658,ewq
kwr,73,31740,1304,fwk
krw,82,9500,1113,dff
egw,77,29960,1571,wer
hrh,88,21420,995,dvk
egw,63,34600,950,fwe
kwr,85,33800,526,wer
krw,86,21220,783,fdj
kwr,78,29200,981,wer
ewr,61,11720,1313,wer
krw,81,39900,1279,dvk
ter,75,11440,717,fwk
kwr,79,32900,232,egw
ter,72,1920,325,dvk
hrh,89,5040,1599,fwe
ewr,64,40220,988,fwe
egw,66,22740,107,fwe
egw,68,14860,1326,wer
sdt,65,3760,769,fdj
hrh,69,22220,624,fwe
ter,70,3040,82,ewq
ter,83,17900,1771,dvk
egw,82,5620,1367,wer
rte,78,21900,899,fwe
krw,69,30440,1347,ewq
krw,65,29360,1315,ewq
hrh,72,25700,620,dff
kwr,66,11160,350,fwk
ter,86,15220,1352,fwk
rte,74,31840,1399,dff
hrh,66,18860,1567,dvk
hrh,75,22360,1118,wer
egw,84,39500,1292,fdj
rte,72,15640,397,egw
ewr,72,25480,239,dvk
krw,77,35260,1455,fwk
kwr,84,36800,1246,egw
rte,64,28640,1218,ewq
rte,85,2440,858,dvk
krw,68,17160,583,egw
hrh,82,17940,421,dvk
ter,67,25500,136,fdj
ewr,77,6600,1442,egw
krw,87,35000,425,egw
ewr,86,17480,374,wer
egw,76,29080,704,fwk
sdt,61,26920,706,fdj
kwr,80,37840,1064,wer
sdt,87,4620,380,fwk
krw,61,26220,1143,dff
egw,62,11100,356,wer
ter,68,28500,964,dvk
kwr,89,20400,1047,dvk
ter,90,31540,520,fwe
sdt,80,23500,1196,egw
egw,84,22980,606,dff
kwr,89,32960,1375,dff
rte,70,17840,307,fwk
rte,67,7600,1396,egw
rte,90,15400,50,ewq
ewr,75,17440,1021,fdj
ewr,90,7040,1635,fdj
sdt,64,29820,1662,fwe
ter,64,6880,382,egw
krw,87,18500,1251,dff
kwr,86,4340,387,fwk
kwr,63,7820,944,wer
rte,88,12860,313,fdj
hrh,71,29380,1520,fwe
hrh,74,2080,1707,dff
sdt,72,22940,541,fwk
sdt,68,20340,669,dvk
hrh,61,37860,1771,fwk
ter,80,6320,1748,dff
kwr,66,35800,1157,fdj
kwr,83,14220,817,dvk
kwr,75,19020,161,dff
rte,71,22320,1440,wer
sdt,73,30780,1103,fdj
ewr,84,25200,551,fwk
rte,83,2900,172,fwe
ewr,81,39440,781,fwe
egw,66,5300,279,wer
hrh,78,34640,105,fwk
egw,81,29880,261,dff
egw,88,38760,375,fwe
ter,85,34620,951,wer
egw,68,23380,1640,ewq
hrh,83,1980,470,ewq
rte,90,5860,52,dff
sdt,79,39460,1531,fdj
krw,69,34920,451,egw
ter,75,9400,333,wer
hrh,82,29540,826,dvk
rte,65,17860,836,wer
egw,70,32920,734,dvk
ewr,79,19740,989,fwk
ter,71,26900,1516,fdj
egw,75,31860,692,egw
egw,75,32360,1430,fwk
sdt,77,31020,1306,egw
kwr,73,23200,1647,egw
ter,64,15700,1728,ewq
egw,75,35920,151,ewq
ter,75,39300,1425,ewq
rte,61,6580,472,wer
ter,70,25960,1246,fwk
krw,73,33040,163,ewq
sdt,78,12240,705,fwk
hrh,84,1660,757,dvk
hrh,88,31660,929,wer
krw,62,18360,683,fwe
sdt,75,13260,1684,dvk
hrh,81,11760,1414,dff
hrh,64,23080,767,fwk
krw,83,3260,951,ewq
egw,81,34860,1416,fdj
egw,77,18060,777,ewq
kwr,79,31960,1140,dvk
ewr,77,27920,975,fdj
kwr,67,24360,1181,wer
sdt,68,8060,317,dvk
krw,77,19120,423,dff
kwr,84,31100,177,fwe
hrh,82,2920,1208,fdj
hrh,65,680,156,dvk
rte,84,15080,810,fdj
krw,77,31420,1536,ewq
egw,82,4280,970,dvk
ter,64,3480,1188,fwe
hrh,67,4580,1627,dvk
sdt,66,20140,303,fdj
egw,69,8380,590,dff
krw,86,32400,467,fwe
hrh,72,17020,1476,fwk
sdt,72,35660,1451,ewq
sdt,85,38440,1682,dvk
ewr,73,7860,1404,fdj
kwr,71,9720,458,fdj
egw,72,18680,887,fwe
sdt,72,19160,363,wer
egw,64,23540,1223,ewq
kwr,69,3420,1112,ewq
ewr,71,2200,1747,dvk
kwr,88,36300,271,fwk
sdt,73,28740,1456,dff
kwr,83,24920,755,fdj
rte,90,39480,506,egw
krw,70,14500,565,fwe
sdt,76,2260,119,dff
egw,87,16020,1435,dvk
rte,83,2500,183,dvk
egw,78,4400,641,fwk
kwr,85,31440,771,fdj
sdt,62,36860,103,fwe
ter,61,7440,76,fwk
kwr,75,11220,1059,fwe
egw,61,12760,61,egw
sdt,77,37360,63,wer
sdt,86,2600,1576,dvk
ewr,61,38540,661,ewq
kwr,90,28400,1128,egw
hrh,62,1800,1025,fwk
hrh,82,24400,1660,ewq
sdt,87,20760,1700,wer
rte,69,38880,504,fwe
kwr,76,24140,1087,fwe
ewr,88,37420,250,fwe
sdt,73,900,891,ewq
ewr,81,22840,1200,wer
egw,62,21400,806,wer
ter,83,17760,41,egw
rte,87,7060,1407,dff
ewr,61,34060,466,egw
egw,83,21920,959,fwk
egw,89,4020,1026,dvk
sdt,73,27840,386,fwe
krw,79,31120,1695,egw
krw,79,36040,1656,fwe
sdt,83,3720,1259,dff
ter,66,13700,1103,ewq
ewr,73,16380,967,wer
krw,73,9800,43,dvk
hrh,70,7380,1486,wer
kwr,74,21880,586,fdj
ewr,72,38360,363,fwk
ter,62,32720,52,wer
egw,67,24060,1725,wer
krw,61,22420,1138,wer
krw,88,9020,1497,wer
ter,77,5800,1433,wer
ter,90,27340,102,egw
krw,63,17220,1053,ewq
rte,88,13820,958,wer
ter,85,11920,969,wer
sdt,67,24680,1229,wer
kwr,90,11340,658,wer
sdt,85,30000,1633,fwe
rte,61,34560,754,dvk
ewr,61,25660,382,dff
ter,84,29680,1179,dvk
sdt,76,31180,602,dvk
krw,63,27540,210,fwk
kwr,75,5180,670,dvk
sdt,64,16620,1037,dvk
krw,75,4120,1074,egw
kwr,90,20300,323,egw
krw,77,17260,1018,dvk
egw,61,16180,127,egw
hrh,61,26360,1176,ewq
rte,85,33620,613,fdj
ewr,69,24700,134,ewq
ter,84,7500,502,fwe
sdt,85,28240,991,ewq
ter,85,36720,1460,fwk
krw,83,7100,1473,egw
hrh,64,37600,807,fdj
kwr,74,34480,1035,fwe
kwr,65,7300,624,fwe
egw,72,9480,1628,fdj
egw,71,14700,685,dff
rte,76,11980,1680,fwe
kwr,79,31220,1793,fdj
sdt,81,2560,355,wer
hrh,83,28060,143,fwe
kwr,74,11900,290,fwk
rte,70,14480,1616,ewq
sdt,83,18180,852,fwe
kwr,83,38340,857,dff
ter,89,23160,173,fdj
hrh,82,4040,1729,egw
sdt,75,26420,675,fwk
ewr,65,37640,268,dvk
kwr,76,25580,436,dvk
hrh,77,32700,116,fwk
hrh,69,26080,1520,fwe
kwr,84,35300,1554,egw
egw,84,11240,1513,ewq
ewr,66,1840,551,dvk
sdt,86,39280,1362,wer
ter,86,18440,832,fwk
rte,68,6420,1051,fdj
kwr,74,5780,1104,fdj
ter,72,39620,413,fwe
egw,73,11940,950,egw
sdt,71,12540,1716,fwe
sdt,66,9960,1774,fdj
krw,86,6620,1453,egw
kwr,84,4660,975,egw
krw,84,31340,337,dff
sdt,63,37180,304,fwk
egw,73,37520,1314,wer
krw,73,19620,299,fwe
rte,75,13420,448,fwk
ewr,67,22340,482,fwe
rte,71,38040,504,fdj
kwr,71,32660,692,fwe
kwr,62,27660,591,ewq
rte,71,5980,913,wer
ewr,75,15160,677,wer
kwr,87,25940,407,ewq
sdt,80,27220,230,fwk
kwr,78,20280,1590,fdj
krw,67,3180,47,fdj
krw,81,22780,1173,dff
ewr,85,23420,1551,fwk
egw,82,33600,722,wer
krw,79,21200,1536,dff
hrh,75,5380,612,fwk
sdt,70,6000,1183,egw
ewr,75,9100,232,fwe
egw,72,11060,866,dvk
krw,72,7140,1597,fwk
sdt,66,21240,1013,fdj
krw,65,3380,1320,dff
sdt,64,9760,876,dvk
ter,66,15840,71,fwe
ewr,88,12220,178,wer
rte,66,37720,1335,dvk
rte,82,2000,144,fdj
sdt,64,15500,941,wer
ter,65,3640,244,egw
ewr,75,40200,1762,fdj
ewr,74,9540,1789,dvk
egw,82,17200,100,fwe
ter,74,39180,382,dvk
rte,85,20220,1100,dvk
krw,71,10940,94,egw
krw,75,1880,419,fwk
ter,81,24580,864,ewq
sdt,69,3300,343,egw
krw,88,33020,336,ewq
egw,76,16960,464,dvk
egw,80,24460,1104,fwe
hrh,80,12160,585,fwe
egw,84,31320,139,wer
hrh,76,10140,512,fwk
egw,84,33340,615,fwe
egw,68,4520,102,wer
sdt,79,14780,1161,fwk
hrh,75,36400,604,fwe
ter,74,12140,1229,dff
sdt,78,30860,783,fwk
ter,70,37560,957,ewq
krw,69,23180,977,dff
ter,63,820,981,dvk
sdt,70,21700,416,egw
kwr,86,28300,1772,fdj
krw,86,20620,1457,egw
hrh,78,37820,435,egw
rte,79,38120,1433,wer
krw,81,23340,847,ewq
krw,81,15800,1063,fwe
rte,62,37380,1646,egw
ewr,78,28440,110,dvk
sdt,86,5260,1215,dff
ter,78,10600,1722,ewq
kwr,75,21680,1046,fwk
kwr,68,11640,1342,fdj
ewr,72,40140,1701,egw
rte,73,18140,843,ewq
ter,66,5220,1124,wer
rte,76,26980,1211,dvk
sdt,84,39800,841,ewq
ter,89,20680,323,fwk
kwr,61,37460,571,dff
hrh,90,7260,1636,wer
hrh,62,30160,570,dvk
ter,89,32340,1499,fdj
kwr,63,20960,878,dff
egw,72,18560,399,dvk
egw,74,6260,315,fwe
hrh,71,34460,745,ewq
ter,89,23320,1459,wer
rte,82,11660,1357,wer
rte,69,1440,1116,dff
hrh,84,22500,254,dvk
rte,90,35700,1758,wer
rte,78,18760,828,dvk
egw,85,10760,913,fwk
egw,63,12040,213,wer
ter,76,6160,979,fwe
sdt,77,1760,206,fwk
sdt,74,14400,70,dvk
ewr,78,27520,1054,fwk
rte,85,24780,1723,ewq
ter,78,9420,1696,fwk
krw,87,25860,274,fdj
krw,77,23440,1169,egw
ewr,62,1340,441,dvk
hrh,82,1700,309,fdj
kwr,69,37260,201,wer
sdt,64,29760,525,ewq
kwr,87,16220,1069,ewq
hrh,66,16200,342,dff
ewr,83,34540,91,fwk
krw,82,25980,811,dff
ter,85,14820,284,ewq
rte,71,8540,1671,wer
sdt,73,36320,327,wer
ewr,73,38260,129,fwk
ewr,64,13220,323,egw
rte,85,11840,1392,dff
ewr,82,21660,77,fwk
sdt,83,23580,78,fdj
kwr,80,2640,464,fwk
egw,90,11740,703,fdj
ewr,86,23020,405,fwk
sdt,75,12300,1781,fwe
kwr,62,31260,1181,fwk
rte,86,29840,386,wer
ter,70,22960,1241,dvk
ter,70,21040,367,fwk
egw,69,26240,1297,wer
sdt,88,7560,496,wer
hrh,84,24560,88,dff
hrh,87,26120,660,dff
sdt,79,26040,847,fdj
sdt,89,22480,228,dff
sdt,81,30520,1326,fwk
rte,80,26280,1285,fwk
egw,74,38180,1587,dvk
rte,66,28160,559,fdj
egw,74,9200,1676,fwe
ter,74,3980,375,dvk
krw,87,32100,1551,dvk
kwr,75,25180,942,dff
sdt,87,40020,78,dvk
rte,88,30400,811,wer
rte,67,37060,605,egw
ewr,62,39860,385,fdj
kwr,66,36480,1699,ewq
hrh,80,22660,604,egw
krw,76,18160,955,fwk
krw,84,20440,1417,wer
egw,81,7660,1551,fwk
egw,64,16860,733,dff
egw,85,3080,190,ewq
kwr,87,13880,972,egw
egw,74,5080,190,ewq
ter,86,21000,906,egw
rte,80,1040,179,wer
kwr,62,37540,1207,fwe
krw,64,22640,1731,fwk
egw,62,7800,601,dff
rte,88,16900,1397,egw
rte,88,17880,1536,fwe
rte,87,33080,631,ewq
egw,83,7400,519,egw
ter,61,26000,1751,fwe
rte,75,29740,265,ewq
hrh,67,16240,1242,fwe
hrh,81,33880,433,wer
hrh,75,36700,1220,dff
hrh,75,4740,1322,wer
ewr,68,5020,1091,dvk
hrh,78,36820,355,ewq
egw,83,33360,1227,dff
ter,69,25120,1154,fdj
sdt,72,2120,854,ewq
egw,89,39740,1558,fdj
ter,72,32180,1267,dff
rte,69,24160,80,egw
sdt,63,19100,1643,ewq
ter,72,14080,1297,fwk
hrh,83,2860,827,wer
krw,87,18620,309,fdj
krw,62,40240,1248,wer
kwr,64,33520,785,fdj
sdt,74,5680,678,egw
krw,65,6740,1310,dvk
ewr,85,34120,301,fdj
rte,76,4800,480,fwe
sdt,73,11960,710,fwk
rte,90,1740,1448,fdj
hrh,88,34760,967,fwk
ter,69,22760,1584,dvk
ter,66,26700,814,fdj
sdt,89,12060,1670,fwe
ewr,71,16840,1680,fwe
ewr,71,33860,1673,ewq
sdt,66,28940,1620,dvk
ewr,80,32260,1669,egw
rte,63,11500,581,dff
krw,67,12560,679,fdj
rte,83,23260,423,ewq
rte,76,21480,1603,fwe
egw,85,26020,419,egw
krw,86,12880,1604,fdj
sdt,64,8280,793,fdj
sdt,78,30740,1127,fwk
ewr,66,12400,624,dff
hrh,81,13340,1675,wer
kwr,71,10460,824,fdj
ter,65,3860,503,ewq
egw,73,38480,1687,wer
rte,68,21740,298,fdj
ter,66,3800,1265,dff
ewr,83,31620,1358,fwe
ewr,77,27020,1675,dvk
ewr,68,27120,647,egw
rte,67,4920,971,ewq
sdt,72,34220,476,fwe
ter,68,6020,259,fwe
egw,65,21280,230,dvk
ter,63,3560,1588,egw
sdt,81,5920,1488,fdj
hrh,61,28180,448,dvk
egw,65,37700,1193,egw
ter,70,36740,836,dvk
hrh,64,5700,606,dff
krw,79,11820,206,wer
krw,85,9860,1791,dff
egw,75,740,617,ewq
hrh,73,4540,715,fwe
rte,85,7240,1432,dff
ewr,85,6700,784,dvk
ewr,86,34020,917,fwe
kwr,79,19500,143,egw
ewr,70,35020,1564,fwe
egw,70,28720,1112,egw
sdt,79,25460,1559,ewq
ewr,67,16040,544,wer
ter,90,18260,915,ewq
ewr,78,14540,1397,egw
krw,62,38580,574,egw
ewr,82,13940,715,dvk
egw,63,22160,136,dff
sdt,65,14600,692,dff
sdt,87,10860,256,dvk
hrh,77,6660,966,fwk
kwr,67,31920,294,dff
ter,70,7340,1170,fwk
egw,63,19800,860,fdj
rte,75,23760,821,dff
ewr,81,29320,1415,egw
hrh,76,4780,611,fwe
egw,79,19240,1578,dvk
ter,89,4240,1297,fwk
rte,73,13600,326,wer
egw,70,6280,1796,fwk
krw,85,39260,1291,fwk
ter,81,22560,313,ewq
ewr,73,37760,666,ewq
ewr,85,32980,66,wer
kwr,70,31780,1507,fdj
krw,78,2760,1720,ewq
ter,87,10740,1256,dvk
hrh,81,1280,394,ewq
sdt,65,25140,1685,dvk
ter,82,12980,1340,egw
krw,82,21180,366,ewq
egw,74,40560,1649,dvk
kwr,79,32800,530,wer
ter,68,36640,1695,wer
kwr,73,8220,1313,egw
